favorites,followers,following,listed,tweets,tweetsperfollower,followingperfollower,listedperfollower,favoritespertweet,compound,negative,neutral,positive,userurl,userbio,userurllen,userbiolen,word1,hashtag1,mention1,scorea,scoreb,scorec,scored,dayratio,dayperfollower,dayperlisting,timestr,account_age,handle1,keyword_women,keyword_woman,keyword_trump,keyword_hillary,keyword_war,keyword_russia,keyword_syria,keyword_iran,keyword_iraq,keyword_china,keyword_president,keyword_potus,keyword_jail,keyword_prosecuted,keyword_vote,keyword_police,keyword_black,keyword_latino,keyword_immigration,keyword_hate,keyword_unfit,keyword_love,keyword_isis,keyword_immigrant,keyword_putin,keyword_wall,keyword_email,keyword_dangerous,keyword_nuclear,keyword_nuke,keyword_oil,keyword_energy,keyword_tax,keyword_taxes,keyword_border,keyword_mexico,keyword_racist,keyword_groping,keyword_deficit,keyword_debt,keyword_rates,keyword_healthcare,keyword_education,keyword_crooked,keyword_lose,keyword_rapist,keyword_podesta,keyword_obamacare,keyword_racial,keyword_losing,keyword_winning,keyword_wikileaks,keyword_deplorable
12802.502610299998,5196.30596547,1729.55666156,92.5995405819,35914.2937839,70.1189802426,2.02240092254,0.09434608330420001,22.8792610377,-0.02425118683,0.08898339830150001,0.831411701239,0.07959849645,58,27,6482,6205,vote,#maga,@wikileaks:,69.0,2.0,33.0,56.0,0.0484054669704,2.02035777951,43.214285714300004,20161106_1720,1356.0,veganvecoh,298,168,12713,4070,67,41,3,6,7,18,748,35,13,0,1795,39,244,142,34,328,30,355,173,4,45,82,433,53,27,1,8,159,99,68,6,28,123,2,3,6,2,2,16,77,92,28,320,20,6,125,41,604,16
12728.758260600001,4500.8891722,1733.62724415,84.9083129584,34331.14247290001,73.8420992258,2.06255663852,0.10390156054,23.6310119719,-0.023647680754499998,0.0887028990569,0.831769367796,0.0795146000699,40,21,6395,6087,vote,#maga,@wikileaks:,67.0,2.0,32.0,61.0,0.048037694809,2.10869565217,44.326923076899995,20161106_1730,1377.0,CitizenForTrump,347,156,12645,3965,69,31,1,7,6,12,740,35,27,0,1714,31,249,109,22,361,34,359,187,9,53,78,387,72,49,3,7,82,101,66,13,23,140,0,1,5,2,4,13,69,82,16,293,22,6,90,43,596,16
12580.1936685,5561.4055314,1861.2723952,92.9182814403,35297.3872326,89.82060069879999,2.93690374686,0.109785558956,23.2126889818,-0.021505632283900004,0.0885845538354,0.831449121586,0.0799513306662,55,41,6903,6564,vote,#maga,@wikileaks:,63.0,2.0,34.0,61.0,0.047619047619,2.14580801944,43.9,20161106_1740,1393.0,SeeMyInside,350,176,12149,3932,75,41,1,6,17,5,784,29,27,1,1707,29,225,151,17,315,25,348,147,14,50,79,401,55,81,4,7,55,101,81,6,15,127,2,1,0,0,3,17,76,98,10,223,12,26,99,49,641,15
13036.5368161,5753.56491948,1660.0968662,93.6669333241,36344.934924,107.777714839,3.4560270844599996,0.109590695709,23.3430005459,-0.0145952975549,0.08590821188829999,0.8349228200759999,0.07915168168060001,43,24,6660,6375,vote,#maga,@wikileaks:,67.0,2.0,34.0,59.0,0.04909696109469999,2.153125,43.352941176499996,20161106_1750,1400.0,WorldZigZag,240,149,12156,3478,66,34,3,6,26,15,702,39,25,3,1817,26,241,108,24,275,24,312,140,20,39,88,341,52,114,2,5,36,66,57,5,15,124,2,3,0,1,3,17,88,76,13,234,8,8,68,51,613,28
12318.2409844,3615.53021442,1631.43365358,80.3108117516,32938.0204678,181.14191049599998,3.36567387518,0.20089126417599998,110.324924595,-0.0209047862712,0.08061295600110001,0.846873294347,0.0725028543581,43,23,6219,5950,check,#trumptrain,@crowdfundgurus:,66.0,2.0,32.0,63.0,0.052313883299799996,2.2571428571400003,38.4781512605,20161106_1800,1300.0,wft2016,235,149,12722,3255,56,24,2,3,25,4,655,30,29,4,1522,29,354,96,20,280,32,283,169,11,37,100,365,114,257,3,5,51,68,86,8,11,157,0,0,1,1,3,21,90,86,15,287,9,18,75,51,529,18
12049.0382405,4588.21112388,1722.99571623,87.4031623307,33951.9344199,79.30665133720001,2.53784952468,0.105016970669,23.8531038762,-0.0213302894159,0.0839456692091,0.840531571065,0.0755069132449,33,15,6633,6332,vote,#maga,@wikileaks:,62.0,2.0,32.0,57.0,0.0481907122681,2.07932692308,42.4920634921,20161106_1810,1398.0,CVIEWS,286,126,12047,3582,59,59,8,2,7,13,734,30,23,3,1843,45,253,69,14,282,23,298,133,12,94,110,309,93,425,7,18,56,80,71,7,10,92,1,1,3,0,1,21,67,79,8,263,9,11,59,46,657,19
12248.5997424,5761.08374813,1716.81910265,95.6989453166,35288.761947900006,93.42942089610001,3.1257340120599997,0.109628401691,23.249425908699997,-0.017706714469700003,0.0856361864318,0.8356475338510001,0.0786967872185,31,19,6570,6291,vote,#maga,@wikileaks:,65.0,2.0,32.0,62.0,0.0497237569061,2.1038674033099998,41.65625,20161106_1820,1388.0,wft2016,236,121,12049,3700,60,59,17,5,4,8,682,40,26,1,1702,162,205,80,35,307,23,388,178,11,110,61,362,72,257,11,8,55,62,64,4,5,94,1,1,6,2,0,13,66,83,20,261,15,19,87,78,638,13
12318.905364799999,5263.62346209,1703.17374821,93.35568669530001,33908.7665236,130.704355341,2.86769986335,0.10870181611400001,23.3140682793,-0.015163018598,0.0834477825465,0.840108404864,0.0764170600858,41,27,6588,6297,vote,#maga,@wikileaks:,64.0,2.0,32.0,55.0,0.048902902203599996,2.12660659375,43.61904761899999,20161106_1830,1409.0,vvargas777,225,132,11641,3513,61,55,7,5,6,11,602,22,20,1,2129,169,148,76,13,227,12,335,141,10,58,59,431,55,227,10,10,31,68,82,3,8,109,2,1,7,2,1,20,77,66,12,260,15,12,111,51,661,17
13065.423480700001,5370.8146294,1810.94663468,96.0285426227,36842.8462314,98.24135794360001,2.2743058295900003,0.0952220453992,22.9008847425,-0.0164840877486,0.08425354609930001,0.8381784522319999,0.077553121958,44,32,6923,6583,vote,#maga,@wikileaks:,60.0,2.0,31.0,59.0,0.0483450084659,2.02838955737,40.875,20161106_1840,1404.5,ClintonsLeaks,225,119,12545,3769,57,49,4,7,6,14,630,46,31,3,1902,130,187,82,12,225,27,314,192,6,61,83,331,76,215,4,6,23,47,69,3,10,117,1,1,13,1,1,10,88,56,9,307,6,11,83,51,612,11
13026.962226700001,5123.94736109,1836.66957945,91.10207491989999,35806.140509699995,93.36627443799999,2.17335778096,0.09920281609069999,22.790919043600002,-0.0127731792229,0.0847036624426,0.837576834703,0.07770474167939999,38,14,6536,6223,vote,#maga,@wikileaks:,70.0,2.0,31.0,59.0,0.0479864218485,1.90246636771,39.375,20161106_1850,1361.0,Trump_for_USA,213,124,12497,3895,97,23,4,5,12,5,637,39,18,9,1785,102,249,133,15,188,31,289,174,12,52,60,317,67,180,4,8,28,73,53,6,14,91,2,1,5,2,2,15,69,42,8,254,13,21,124,69,651,17
13026.4083322,4655.46668521,1782.60634302,84.7685352622,34187.9380303,81.1433733531,2.47074760539,0.0996001025469,22.723578676,-0.0148203644457,0.0827760467381,0.841190151621,0.0760124495757,42,15,6472,6183,vote,#maga,@wikileaks:,61.0,2.0,32.0,57.0,0.047619047619,1.9863431983000002,42.3270440252,20161106_1900,1386.0,dwlinzy,188,132,12528,3764,84,44,4,6,4,7,657,27,34,9,1751,101,210,188,9,202,13,282,160,15,79,56,355,70,197,2,7,34,84,71,5,17,123,2,2,4,0,6,12,75,58,11,255,5,10,158,78,574,5
13073.2017989,7053.16939853,1842.7546186999998,93.2560425059,34426.8616127,75.0536959147,2.47890119787,0.09716753516189999,23.3799553683,-0.00895476455063,0.0810133004584,0.841317544103,0.0776466175858,32,13,6529,6229,vote,#maga,@wikileaks:,61.0,2.0,33.0,66.0,0.0475342256603,2.05017564403,44.0,20161106_1910,1395.0,dwlinzy,166,102,12611,3460,76,43,6,4,7,11,601,16,32,4,1712,97,165,150,26,258,31,330,137,14,52,55,337,70,162,4,4,29,118,58,7,21,95,0,0,7,2,0,17,60,39,18,254,6,7,190,68,593,7
12664.018294,5003.00773573,1721.35068646,85.8641368736,34136.1814064,84.3194944559,2.25967613468,0.09235537265860001,22.49018322,-0.0070543417659799995,0.0807967802634,0.8411175691689999,0.0780738378981,33,14,6630,6337,vote,#maga,@wikileaks:,62.0,2.0,32.0,62.0,0.045871559633,1.9690657532099998,44.0833333333,20161106_1920,1403.0,NotUrAvgDuck,187,111,12909,3618,68,45,3,8,7,17,656,23,19,2,1532,116,177,169,20,236,23,288,145,12,50,72,329,52,141,1,4,19,134,54,5,19,107,0,0,14,0,2,10,71,56,17,248,6,7,187,71,597,10
13167.673789,4633.31918151,1717.18537723,86.5452394209,34287.482600200005,77.6297530837,2.63951266963,0.103073249633,23.5950253547,-0.016042044821799998,0.0848477519488,0.836813439588,0.0783222786748,35,20,6724,6416,vote,#maga,@wikileaks:,65.0,2.0,34.0,61.0,0.047349823321599996,2.11013767209,44.6666666667,20161106_1930,1419.5,corrigan_david,193,106,12586,3657,61,37,4,4,9,18,703,28,27,1,1493,81,161,137,14,257,19,317,161,8,54,62,362,67,201,3,7,25,98,80,6,15,94,1,3,13,1,0,42,60,51,14,236,6,2,112,70,655,7
